--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
| Usuário    |TMv|Cen.|Dep.|Material  |Texto breve material                    |Tp.aval. |Lote      |Elemento PEP      |Doc.mat.  |Data lçto.| Quantidade|Pedido    |Referência      |Texto cab.documento      | Nºreser.|DiagRede  |  Montante MI| 
| G25D       |Y21|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235782|09.01.2026|         3-|          |002935942-1     |                         |         |          |        0,00 |
| G25D       |Y22|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235633|09.01.2026|         3-|          |                |                         |         |          |        0,00 |
| G25D       |Y22|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235633|09.01.2026|         3 |          |                |                         |         |          |        0,00 |
| G25D       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235630|09.01.2026|         3 |          |002935937-1     |                         |         |          |        0,00 |
| G25D       |Y21|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235630|09.01.2026|         3-|          |002935937-1     |                         |         |          |        0,00 |
| G25D       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235782|09.01.2026|         3 |          |002935942-1     |                         |         |          |        0,00 |
| DQ8K       |Y22|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235179|09.01.2026|         3-|          |                |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235352|09.01.2026|         3-|          |002935955-1     |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235352|09.01.2026|         3 |          |002935955-1     |                         |         |          |        0,00 |
| DQ8K       |Y22|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904235179|09.01.2026|         3 |          |                |                         |         |          |        0,00 |
| G5G6       |Y21|2096|R013|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333027|08.01.2026|         5-|          |8025008176      |                         |127956364|          |        0,00 |
| G5G6       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333027|08.01.2026|         5 |          |8025008176      |                         |127956364|          |        0,00 |
| G5G6       |Y21|2096|R013|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333101|08.01.2026|         5-|          |8025008235      |                         |127956375|          |        0,00 |
| M2A0       |301|2096|M029|10.317.437|Manilha espec. DN 102mm                 |IMOB/IMP |IMOB/IMP  |                  |4904220072|08.01.2026|         1-|          |                |                         |         |          |   13.254,70-|
| M2A0       |301|2096|M029|10.317.437|Manilha espec. DN 102mm                 |USADO    |USADO     |                  |4904220072|08.01.2026|         2-|          |                |                         |         |          |    3.709,00-|
| G5G6       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333101|08.01.2026|         5 |          |8025008235      |                         |127956375|          |        0,00 |
| G5G6       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333253|08.01.2026|         3 |          |8025008196      |                         |127956372|          |        0,00 |
| G5G6       |Y21|2096|R013|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333144|08.01.2026|         5-|          |8025008220      |                         |127956373|          |        0,00 |
| G5G6       |Y21|2096|R013|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333253|08.01.2026|         3-|          |8025008196      |                         |127956372|          |        0,00 |
| G5G6       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043333144|08.01.2026|         5 |          |8025008220      |                         |127956373|          |        0,00 |
| DQ8K       |Y21|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904201209|07.01.2026|         4-|          |                |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904201206|07.01.2026|         5-|          |                |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904201206|07.01.2026|         5 |          |                |                         |         |          |        0,00 |
| M2A0       |202|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904207645|07.01.2026|         1 |          |                |                         |         |          |       29,63 |
| DQ8K       |Y21|2096|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904201209|07.01.2026|         4 |          |                |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904180508|06.01.2026|         1-|          |FICHA 786630    |                         |         |          |       29,63-|
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904180508|06.01.2026|         1-|          |FICHA 786630    |                         |         |          |       29,63-|
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904180508|06.01.2026|         3-|          |FICHA 786630    |                         |         |          |       88,89-|
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904180508|06.01.2026|         1-|          |FICHA 786630    |                         |         |          |       29,63-|
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904180508|06.01.2026|         2-|          |FICHA 786630    |                         |         |          |       59,26-|
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904180501|06.01.2026|         3 |          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904180501|06.01.2026|         3-|          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |344|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179639|06.01.2026|         3-|          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |344|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179639|06.01.2026|         3 |          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         1 |          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         1-|          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         1 |          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         1-|          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         3 |          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         3-|          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         1 |          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         1-|          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         2 |          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904179631|06.01.2026|         2-|          |FICHA 786630    |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904178876|06.01.2026|         2-|          |FICHA 786561    |                         |         |          |       59,26-|
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904178493|06.01.2026|         2 |          |FICHA 786561    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904178493|06.01.2026|         2-|          |FICHA 786561    |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161696|05.01.2026|         1-|          |FICHA 753933    |                         |         |          |       29,63-|
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161696|05.01.2026|         2-|          |FICHA 753933    |                         |         |          |       59,26-|
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161692|05.01.2026|         1 |          |FICHA 753933    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161692|05.01.2026|         1-|          |FICHA 753933    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161692|05.01.2026|         2 |          |FICHA 753933    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161692|05.01.2026|         2-|          |FICHA 753933    |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161257|05.01.2026|         1-|          |FICHA 753932    |                         |         |          |       29,63-|
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161257|05.01.2026|         2-|          |FICHA 753932    |                         |         |          |       59,26-|
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161254|05.01.2026|         1 |          |FICHA 753932    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161254|05.01.2026|         1-|          |FICHA 753932    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161254|05.01.2026|         2 |          |FICHA 753932    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904161254|05.01.2026|         2-|          |FICHA 753932    |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904160553|05.01.2026|         1-|          |FICHA  753916   |                         |         |          |       29,63-|
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904160489|05.01.2026|         1 |          |FICHA  753916   |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904160489|05.01.2026|         1-|          |FICHA  753916   |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904157506|05.01.2026|         1-|          |FICHA 753867    |                         |         |          |       29,63-|
| M2A0       |551|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904157506|05.01.2026|         1-|          |FICHA 753867    |                         |         |          |       29,63-|
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         1 |          |FICHA 753867    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         1-|          |FICHA 753867    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         1 |          |FICHA 753867    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         1-|          |FICHA 753867    |                         |         |          |        0,00 |
| M2A0       |202|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904155304|05.01.2026|         4 |          |                |                         |         |          |      118,52 |
| M2A0       |202|2096|M029|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904155304|05.01.2026|         5 |          |                |                         |         |          |      148,15 |
| G5G6       |202|2096|R013|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |4904153479|05.01.2026|        18 |          |0180393107      |                         |127874521|          |      533,34 |
| M2A0       |301|2096|M029|10.317.437|Manilha espec. DN 102mm                 |USADO    |USADO     |                  |4904127361|02.01.2026|         1-|          |                |                         |         |          |    1.433,04-|
| M2A0       |301|2096|M029|10.317.437|Manilha espec. DN 102mm                 |IMOB/IMP |IMOB/IMP  |                  |4904127361|02.01.2026|         1-|          |                |                         |         |          |   13.254,70-|
| M2A0       |301|2096|M029|10.317.437|Manilha espec. DN 102mm                 |IMOB/IMP |IMOB/IMP  |                  |4904127361|02.01.2026|         1-|          |                |                         |         |          |   13.254,70-|
| G58N       |Y21|2914|R017|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043332425|08.01.2026|         2-|          |000207130-1     |                         |127955169|          |        0,00 |
| G58N       |Y21|2914|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043332425|08.01.2026|         2 |          |000207130-1     |                         |127955169|          |        0,00 |
| G2UC       |862|2914|0017|10.317.437|Manilha espec. DN 102mm                 |IMOB/IMP |IMOB/IMP  |                  |4904196449|07.01.2026|        17-|4514923745|000206311-1     |                         |         |          |  225.329,87-|
| G2UC       |Y21|2914|0017|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043320838|06.01.2026|         4-|          |000206548-1     |127928055/1              |127928055|          |        0,00 |
| G2UC       |Y21|2914|FBEL|10.317.437|Manilha espec. DN 102mm                 |A RECUPER|A RECUPER |                  |5043320838|06.01.2026|         4 |          |000206548-1     |127928055/1              |127928055|          |        0,00 |
| FB4Q       |311|2096|0777|10.324.939|Linga cabo de aço 19mm x 8,0m 4,2t      |USADO    |USADO     |                  |4904182337|06.01.2026|         1 |          |2815949-358     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| FB4Q       |311|2096|F1VB|10.324.939|Linga cabo de aço 19mm x 8,0m 4,2t      |USADO    |USADO     |                  |4904182337|06.01.2026|         1-|          |2815949-358     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| FXUF       |301|2096|M029|10.324.950|Linga cabo de aço 13mm x 8,0m 2t        |CONS/NAC |CONS/NAC  |                  |4904219256|08.01.2026|        16-|          |                |                         |         |          |    4.458,67-|
| FXUF       |301|2096|M029|10.324.950|Linga cabo de aço 13mm x 8,0m 2t        |CONS/IAMN|CONS/IAMN |                  |4904219096|08.01.2026|         9-|          |                |                         |         |          |    2.897,15-|
| FXUF       |301|2914|M029|10.324.950|Linga cabo de aço 13mm x 8,0m 2t        |CONS/NAC |CONS/NAC  |                  |4904219256|08.01.2026|        16 |          |                |                         |         |          |    4.458,67 |
| FXUF       |301|2914|M029|10.324.950|Linga cabo de aço 13mm x 8,0m 2t        |CONS/IAMN|CONS/IAMN |                  |4904219096|08.01.2026|         9 |          |                |                         |         |          |    2.897,15 |
| FXUF       |301|2096|M029|10.325.010|Linga cabo de aço 19mm x 5,0m 4,5t      |USADO    |USADO     |                  |4904219333|08.01.2026|         4-|          |                |                         |         |          |        1,97-|
| FXUF       |301|2096|M029|10.325.010|Linga cabo de aço 19mm x 5,0m 4,5t      |CONS/NAC |CONS/NAC  |                  |4904219330|08.01.2026|         6-|          |                |                         |         |          |    2.504,74-|
| FXUF       |301|2914|M029|10.325.010|Linga cabo de aço 19mm x 5,0m 4,5t      |USADO    |USADO     |                  |4904219333|08.01.2026|         4 |          |                |                         |         |          |        1,97 |
| FXUF       |301|2914|M029|10.325.010|Linga cabo de aço 19mm x 5,0m 4,5t      |CONS/NAC |CONS/NAC  |                  |4904219330|08.01.2026|         6 |          |                |                         |         |          |    2.504,74 |
| R7YE       |311|2096|0777|10.325.013|Linga cabo de aço 19mm x 8,0m 4,5t      |USADO    |USADO     |                  |4904234174|09.01.2026|         1 |          |002927460-1     |GEM SAES-06-070/25       |         |          |        0,00 |
| R7YE       |311|2096|F1VB|10.325.013|Linga cabo de aço 19mm x 8,0m 4,5t      |USADO    |USADO     |                  |4904234174|09.01.2026|         1-|          |002927460-1     |GEM SAES-06-070/25       |         |          |        0,00 |
| R7YE       |201|2096|0777|10.325.013|Linga cabo de aço 19mm x 8,0m 4,5t      |USADO    |USADO     |                  |4904234301|08.01.2026|         1-|          |SAES-06-070/25  |GEM SAES-06-070/25       |         |          |        0,65-|
| B81U       |862|2914|    |10.325.027|Linga cabo de aço 51mm x 12,5m 32,4t    |CONS/NAC |          |                  |4904199351|07.01.2026|         9 |4514936742|000003594-1     |                         |         |          |   43.447,45 |
| B81U       |862|2929|M0UB|10.325.027|Linga cabo de aço 51mm x 12,5m 32,4t    |CONS/NAC |CONS/NAC  |                  |4904199351|07.01.2026|         9-|4514936742|000003594-1     |                         |         |          |   43.447,45-|
| DD3L       |861|2929|M0UB|10.325.027|Linga cabo de aço 51mm x 12,5m 32,4t    |CONS/NAC |CONS/NAC  |                  |5043320323|06.01.2026|         9 |4514393430|000203005-1     |                         |         |          |        0,00 |
| F30B       |Y21|2929|0777|10.325.027|Linga cabo de aço 51mm x 12,5m 32,4t    |USADO    |USADO     |                  |4904123968|02.01.2026|         2-|          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|10.325.027|Linga cabo de aço 51mm x 12,5m 32,4t    |USADO    |USADO     |                  |4904123968|02.01.2026|         2 |          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| GB82       |862|2914|0017|10.325.178|Linga cabo de aço 22mm x 12,0m 6,1t     |CONS/IAMN|CONS/IAMN |                  |4904196514|07.01.2026|         4-|4514858216|000206319-1     |                         |         |          |    4.559,23-|
| FR59       |201|2929|M0UB|10.325.178|Linga cabo de aço 22mm x 12,0m 6,1t     |CONS/NAC |CONS/NAC  |                  |4904180832|06.01.2026|         1-|          |171881-PBXPB    |BAÇU SADI 07 2025        |         |          |      865,76-|
| FR59       |201|2929|M0UB|10.325.178|Linga cabo de aço 22mm x 12,0m 6,1t     |CONS/NAC |CONS/NAC  |                  |4904180830|06.01.2026|         1-|          |171881-PBXPB    |BAÇU SADI 07 2025        |         |          |      865,76-|
| M2A0       |301|2096|M029|10.334.052|Linga cabo de aço 22mm x 5,0m 6,1t      |CONS/NAC |CONS/NAC  |                  |4904199313|07.01.2026|        89-|          |                |                         |         |          |   51.493,54-|
| M2A0       |301|2914|M029|10.334.052|Linga cabo de aço 22mm x 5,0m 6,1t      |CONS/NAC |CONS/NAC  |                  |4904199313|07.01.2026|        89 |          |                |                         |         |          |   51.493,54 |
| F30B       |201|2929|0777|10.334.865|Flutuador p/inst. equip. sub. DN 540mm  |USADO    |USADO     |                  |4904218738|08.01.2026|         1-|          |                |ESTORNO SOLICITADO       |         |          |        0,17-|
| SADRCNFEOUT|Y22|2929|M0UB|10.334.865|Flutuador p/inst. equip. sub. DN 540mm  |USADO    |USADO     |                  |4904216793|08.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|0777|10.334.865|Flutuador p/inst. equip. sub. DN 540mm  |USADO    |USADO     |                  |4904216793|08.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |202|2929|0777|10.334.865|Flutuador p/inst. equip. sub. DN 540mm  |USADO    |USADO     |                  |4904201119|07.01.2026|         1 |          |XPE0109543      |GEM SADI 138/2025        |         |          |        0,17 |
| F30B       |Y21|2929|M0UB|10.334.865|Flutuador p/inst. equip. sub. DN 540mm  |USADO    |USADO     |                  |4904202163|07.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|0777|10.334.865|Flutuador p/inst. equip. sub. DN 540mm  |USADO    |USADO     |                  |4904202163|07.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| DELM       |Y21|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904240608|09.01.2026|         1-|          |000003599-1     |GEM BAÇU WAVE 160/202    |         |          |        0,00 |
| DELM       |202|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904240606|09.01.2026|         1 |          |G WAVE 160/2025 |MAPA WAVE 13/2025        |         |          |        0,77 |
| DELM       |Y21|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904240608|09.01.2026|         1 |          |000003599-1     |GEM BAÇU WAVE 160/202    |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904216793|08.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904216793|08.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904216793|08.01.2026|         2 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904216793|08.01.2026|         2-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904216793|08.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904216793|08.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |201|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904218738|08.01.2026|         1-|          |                |ESTORNO SOLICITADO       |         |          |        0,77-|
| F30B       |201|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904218738|08.01.2026|         1-|          |                |ESTORNO SOLICITADO       |         |          |        0,77-|
| F30B       |201|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904218738|08.01.2026|         2-|          |                |ESTORNO SOLICITADO       |         |          |        1,54-|
| F30B       |202|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904201119|07.01.2026|         1 |          |XPE0109543      |GEM SADI 138/2025        |         |          |        0,77 |
| F30B       |202|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904204868|07.01.2026|         1 |          |                |NF DE CHEGADA: 5953      |         |          |        0,77 |
| F30B       |Y21|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904205215|07.01.2026|         1-|          |000003595-1     |NF DE CHEGADA: 5953      |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904205215|07.01.2026|         1 |          |000003595-1     |NF DE CHEGADA: 5953      |         |          |        0,00 |
| F30B       |202|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904201119|07.01.2026|         1 |          |XPE0109543      |GEM SADI 138/2025        |         |          |        0,77 |
| F30B       |202|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904201119|07.01.2026|         2 |          |XPE0109543      |GEM SADI 138/2025        |         |          |        1,54 |
| F30B       |Y21|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904202163|07.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904202163|07.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904202163|07.01.2026|         2-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|0777|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904202163|07.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904202163|07.01.2026|         2 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|10.334.873|Flutuador p/inst. equip. sub. DN 1000mm |USADO    |USADO     |                  |4904202163|07.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| FB4Q       |201|2929|M0UB|10.361.601|Fita aço inox AISI 317L 0,50mm x 3/4" x |USADO    |USADO     |                  |4904218528|08.01.2026|         2-|          |2957-PBXPB      |BAÇU SARU 08 2025        |         |          |        2,00-|
| SADRCNFEOUT|Y22|2929|0777|10.367.067|Anel de carga DN 45mm 33t               |USADO    |USADO     |                  |4904216793|08.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|M0UB|10.367.067|Anel de carga DN 45mm 33t               |USADO    |USADO     |                  |4904216793|08.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|0777|10.367.067|Anel de carga DN 45mm 33t               |USADO    |USADO     |                  |4904202163|07.01.2026|         1-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |202|2929|0777|10.367.067|Anel de carga DN 45mm 33t               |USADO    |USADO     |                  |4904201119|07.01.2026|         1 |          |XPE0109543      |GEM SADI 138/2025        |         |          |        1,00 |
